"AptName","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference","CalReference","Cal_PLT19524","Cal_PLT19523","Cal_PLT19522","CalQcRatio_PLT19524_200170","Cal_PLT19521","CalQcRatio_PLT19523_200170","Cal_PLT19525","CalQcRatio_PLT19522_200170","ColCheck","CalQcRatio_PLT19521_200170","CalQcRatio_PLT19525_200170","QcReference_200170","Dilution2"
"seq.8806.18","8806-18",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",347,347,0.86082858,0.85383858,0.7986191,0.998,0.83554057,0.999,0.73470252,1.043,"PASS",0.958,1.007,261.8,0.2
"seq.8807.13","8807-13",3,"SL014932","Sorting nexin-1","SNX1","Q13596","6642","SNX1","Human","RFU","Protein","20",413.1,413.1,0.96767393,0.96676808,0.95669291,0.976,0.95780199,1.006,0.93503848,1.002,"PASS",1.005,0.995,263.4,0.2
"seq.8808.90","8808-90",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",386.2,386.2,1.05837216,1.10437518,1.02331744,1.008,1.02386002,0.965,1.05982437,1.04,"PASS",1.046,1.132,407.1,0.2
"seq.8810.26","8810-26",3,"SL007433","Hepatocyte cell adhesion molecule","HEPACAM","Q14CZ8","220296","HEPACAM","Human","RFU","Protein","20",104.2,104.2,0.84715447,0.90294627,0.84922575,1.007,0.87342833,1.046,0.8349359,1.015,"PASS",1.034,0.999,76.3,0.2
"seq.8811.24","8811-24",3,"SL025802","BMP and activin membrane-bound inhibitor homolog:Extracellular domain","BAMBI:ECD","Q13145","25805","BAMBI","Human","RFU","Protein","20",957.3,957.3,0.9801372,0.96095162,0.95434154,1.015,0.9473528,0.975,0.92154409,1.037,"PASS",1.052,1.041,877.6,0.2
"seq.8813.160","8813-160",3,"SL000585","Thioredoxin","Thioredoxin","P10599","7295","TXN","Human","RFU","Protein","20",546,546,0.99653221,1.00905563,0.98077959,0.991,0.9616062,0.953,0.96296296,1.031,"PASS",1.037,1.011,408.1,0.2
"seq.8814.33","8814-33",3,"SL018678","Proactivator polypeptide-like 1","SAPL1","Q6NUJ1","768239","PSAPL1","Human","RFU","Protein","0.5",2713.1,2713.1,0.90082343,0.92332562,0.98733578,1.062,0.94257226,1.032,0.89968829,1.02,"PASS",1.051,1.036,2277.8,0.005
"seq.8815.1","8815-1",3,"SL012603","Olfactomedin-like protein 1","OLFL1","Q6UWY5","283298","OLFML1","Human","RFU","Protein","20",628.3,628.3,1.00737534,1.02663399,0.89988542,0.994,0.95938311,0.975,0.85704542,1.01,"PASS",0.958,1.088,541.8,0.2
"seq.8817.29","8817-29",3,"SL013524","Centromere protein V","CENPV","Q7Z7K6","201161","CENPV","Human","RFU","Protein","20",610.7,610.7,1.12178545,1.12925296,1.11319723,0.953,1.10634058,1.022,1.17149434,0.99,"PASS",0.976,0.951,343.8,0.2
"seq.8818.13","8818-13",3,"SL025890","Interferon gamma receptor 2:Cytoplasmic domain","INGR2:CD","P38484","3460","IFNGR2","Human","RFU","Protein","20",312.1,312.1,0.91017789,0.94204648,0.88363533,1.016,0.87940265,0.929,0.82066789,1.028,"PASS",1.019,1.023,250.6,0.2
"seq.8819.3","8819-3",3,"SL000466","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065","3485","IGFBP2","Human","RFU","Protein","0.5",20426.7,20426.7,0.87420237,0.87814095,0.9127171,0.998,1.01440157,1.038,0.87428095,1.033,"PASS",1.026,1.019,18842.9,0.005
"seq.8820.2","8820-2",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",171.9,171.9,0.95341098,0.97063806,0.90188877,0.972,0.88425926,0.964,0.9312026,0.975,"PASS",1.003,0.978,109,0.2
"seq.8822.163","8822-163",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",8387.2,8387.2,1.06900507,0.98224575,0.93694982,0.961,0.98314383,1.063,1.14063456,0.973,"PASS",0.898,0.974,32631.2,0.2
"seq.8824.2","8824-2",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",876,876,1.07195301,1.09063745,1.04922745,0.966,1.06439854,0.986,1.11977502,1.009,"PASS",1.011,0.965,785.2,0.2
"seq.8825.4","8825-4",3,"SL012866","Paired immunoglobulin-like type 2 receptor alpha","PILRA","Q9UKJ1","29992","PILRA","Human","RFU","Protein","20",659.6,659.6,0.94309408,0.93348429,0.88799138,0.949,0.92084322,0.968,0.83303865,1.088,"PASS",1.019,1.01,930.5,0.2
"seq.8828.21","8828-21",3,"SL018672","Epithelial splicing regulatory protein 1","ESRP1","Q6NXG1","54845","ESRP1","Human","RFU","Protein","20",1417.1,1417.1,1.02266003,1.03159351,0.9832096,1.007,1.00596294,0.989,0.93717347,1.02,"PASS",1.007,1.032,1108.8,0.2
"seq.8830.29","8830-29",3,"SL018680","BRISC complex subunit Abro1","F175B","Q15018","23172","ABRAXAS2","Human","RFU","Protein","20",203.1,203.1,0.88458188,0.94729478,0.9103541,0.985,0.89708481,1.018,0.88036411,0.939,"PASS",0.938,0.973,103.8,0.2
"seq.8832.55","8832-55",3,"SL001906","Bone marrow stromal antigen 2","BST-2","Q10589","684","BST2","Human","RFU","Protein","20",556.9,556.9,0.96133264,0.964329,0.93173833,1,0.94534035,0.988,0.92125724,1.025,"PASS",0.972,0.993,388.4,0.2
"seq.8833.20","8833-20",3,"SL000599","Tumor necrosis factor ligand superfamily member 10","TRAIL","P50591","8743","TNFSF10","Human","RFU","Protein","20",663,663,1.06763285,1.03918495,1.00408905,1.001,1.00317749,0.938,0.98793026,1.008,"PASS",0.959,0.933,485.6,0.2
"seq.8834.58","8834-58",3,"SL004576","Calnexin","Calnexin","P27824","821","CANX","Human","RFU","Protein","20",323.5,323.5,0.97381096,1.00247908,0.94205009,0.982,0.95343354,0.996,0.9328143,1.019,"PASS",0.984,1.031,224.5,0.2
"seq.8837.8","8837-8",3,"SL018675","Microfibrillar-associated protein 3-like","MFA3L","O75121","9848","MFAP3L","Human","RFU","Protein","0.5",645,645,0.98368156,1.04605903,1.09712536,1.033,0.77477477,0.963,0.91178965,1.005,"PASS",1.06,0.962,537.2,0.005
"seq.8838.10","8838-10",3,"SL018589","Protein CASC4","CASC4","Q6P4E1","113201","GOLM2","Human","RFU","Protein","20",1415.6,1415.6,0.90546245,0.89289769,0.8569526,0.977,0.89233485,1.051,0.81104618,1.056,"PASS",0.956,1.014,956,0.2
"seq.8839.4","8839-4",3,"SL005289","Metaxin-2","Metaxin-2","O75431","10651","MTX2","Human","RFU","Protein","20",628.6,628.6,1.03558484,1.06308135,0.98418663,0.969,0.99984094,0.963,1.02494701,0.983,"PASS",0.957,0.957,345.1,0.2
"seq.8840.61","8840-61",3,"SL000311","Complement C1s subcomponent","C1s","P09871","716","C1S","Human","RFU","Protein","0.005",25540.2,25540.2,0.9185239,0.89806955,0.96660435,0.984,0.937145,1.001,0.80110535,1.011,"PASS",1.028,1.036,23572.5,5e-05
"seq.8841.65","8841-65",3,"SL008847","Cartilage intermediate layer protein 2","CILP2","Q8IUL8","148113","CILP2","Human","RFU","Protein","20",2186.2,2186.2,0.93985641,0.96465605,1.00142,0.993,0.95651033,1.083,0.97493757,1.011,"PASS",1.082,1.063,1724.1,0.2
"seq.8842.16","8842-16",3,"SL014534","GRAM domain-containing protein 1C","GRM1C","Q8IYS0","54762","GRAMD1C","Human","RFU","Protein","20",1166.9,1166.9,0.9943758,0.95930615,0.92113988,1.08,0.97233564,1.057,0.88221063,1.128,"PASS",1.09,1.129,1197.3,0.2
"seq.8843.34","8843-34",3,"SL018609","Myelin regulatory factor","MRF","Q9Y2G1","745","MYRF","Human","RFU","Protein","20",1447.3,1447.3,1.32804184,1.3005931,1.1214164,1.084,1.20971247,0.925,1.34307721,0.908,"PASS",0.928,0.865,817,0.2
"seq.8845.2","8845-2",3,"SL012361","A disintegrin and metalloproteinase with thrombospondin motifs 3","ATS3","O15072","9508","ADAMTS3","Human","RFU","Protein","20",1165.2,1165.2,1.00370402,1.00630452,0.94971065,0.987,0.96233895,0.952,0.85013863,1.006,"PASS",0.964,0.97,806.3,0.2
"seq.8850.5","8850-5",3,"SL018691","Putative inactive group IIC secretory phospholipase A2","PA2GC","Q5R387","391013","PLA2G2C","Human","RFU","Protein","20",881.8,881.8,1.01309743,0.97728028,0.88259433,0.973,0.95691807,0.936,0.81107432,1.017,"PASS",0.946,1.002,671.3,0.2
"seq.8851.42","8851-42",3,"SL025851","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995","165215","FAM171B","Human","RFU","Protein","20",648.2,648.2,0.95972757,1.01519186,0.98660578,1.089,0.94324796,1.059,0.96172107,1.094,"PASS",1.116,1.113,632.5,0.2
"seq.8852.10","8852-10",3,"SL018701","SUN domain-containing protein 3","SUN3","Q8TAQ9","256979","SUN3","Human","RFU","Protein","20",1989.3,1989.3,1.0194742,1.00989948,0.96591406,1.012,0.99068725,1.005,0.87510998,1.034,"PASS",1.031,1.005,1188.6,0.2
"seq.8853.2","8853-2",3,"SL015340","C-type lectin domain family 4 member A","CLC4A","Q9UMR7","50856","CLEC4A","Human","RFU","Protein","20",744.5,744.5,1.13335363,1.11402065,1.05647793,1.031,1.08369723,0.961,1.21670208,0.988,"PASS",0.963,0.933,448.9,0.2
"seq.8854.59","8854-59",3,"SL018712","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","50484","RRM2B","Human","RFU","Protein","20",1661.2,1661.2,1.11117057,1.04847261,0.96385263,0.983,1.02139695,0.977,0.98423984,0.971,"PASS",0.948,0.96,1015.9,0.2
"seq.8858.21","8858-21",3,"SL018692","Basic leucine zipper transcriptional factor ATF-like 3","BATF3","Q9NR55","55509","BATF3","Human","RFU","Protein","20",559.5,559.5,0.97797588,0.98694655,0.94318948,0.97,0.95804795,0.973,0.93938885,1.008,"PASS",0.964,0.982,411.3,0.2
"seq.8859.51","8859-51",3,"SL012383","Carbonic anhydrase-related protein 11","CAH11","O75493","770","CA11","Human","RFU","Protein","20",670.8,670.8,0.86011027,0.95216466,0.89154705,0.764,0.77504333,0.801,0.78337031,0.712,"FLAG",0.846,0.856,463.5,0.2
"seq.8863.3","8863-3",3,"SL007170","Phosphatidylinositol 3-kinase regulatory subunit alpha","P85A","P27986","5295","PIK3R1","Human","RFU","Protein","20",561.1,561.1,0.92422995,0.93845125,0.8897875,0.978,0.90763507,1.052,0.88251022,1.035,"PASS",1.002,1.058,451.6,0.2
"seq.8864.59","8864-59",3,"SL018718","Centromere protein W","CENPW","Q5EE01","387103","CENPW","Human","RFU","Protein","20",1080.8,1080.8,1.11296468,1.15359163,1.08361741,0.963,1.07842746,0.971,1.1134233,0.956,"PASS",0.936,0.93,618.8,0.2
"seq.8866.53","8866-53",3,"SL018693","Glutaminyl-peptide cyclotransferase-like protein","QPCTL","Q9NXS2","54814","QPCTL","Human","RFU","Protein","20",4097.1,4097.1,0.96993442,0.94166724,0.99049898,1.014,1.00702962,1.067,1.01478674,1.025,"PASS",1.1,1.044,2823.7,0.2
"seq.8867.18","8867-18",3,"SL005033","Glycodelin","Glycodelin","P09466","5047","PAEP","Human","RFU","Protein","20",978.5,978.5,0.99309855,0.98440644,0.87749978,0.964,0.93797929,1.002,0.88455975,1.057,"PASS",0.982,1.168,1201.8,0.2
"seq.8868.4","8868-4",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",3420.8,3420.8,1.2569077,1.20680167,1.16187759,1.102,1.18843802,0.903,1.33317744,0.91,"PASS",0.9,0.827,2022.5,0.2
"seq.8869.5","8869-5",3,"SL018709","Butyrophilin subfamily 2 member A1","BT2A1","Q7KYR7","11120","BTN2A1","Human","RFU","Protein","20",834.9,834.9,0.94243143,0.96710298,0.90730276,1.019,0.93357934,0.951,0.88527198,1.012,"PASS",1.006,1.006,616.8,0.2
"seq.8870.38","8870-38",3,"SL001735","Nucleophosmin","NPM1","P06748","4869","NPM1","Human","RFU","Protein","20",1360.1,1360.1,0.96324363,0.97568149,0.83324144,0.984,0.92460911,0.989,0.8108382,0.971,"PASS",0.917,0.953,861.5,0.2
"seq.8871.14","8871-14",3,"SL025950","Nuclear migration protein nudC:N-term, contains nuclear localization domain","NUDC:N-term","Q9Y266","10726","NUDC","Human","RFU","Protein","20",370.8,370.8,0.91918691,0.94447275,0.90483163,0.967,0.91918691,1.032,0.94375159,1.013,"PASS",1.044,1.016,250.7,0.2
"seq.8872.1","8872-1",3,"SL011108","Protein transport protein Sec61 subunit gamma","SC61G","P60059","23480","SEC61G","Human","RFU","Protein","20",514.8,514.8,0.77077407,0.75252156,0.64592221,1.018,0.71609403,1.009,0.51157706,1.108,"PASS",0.959,1.124,434.2,0.2
"seq.8874.53","8874-53",3,"SL025817","Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain","CLN5:LD","O75503","1203","CLN5","Human","RFU","Protein","20",1937.3,1937.3,0.96186882,1.01185626,0.93738811,0.999,0.94539332,0.955,0.87871366,1.004,"PASS",0.968,0.983,1277.3,0.2
"seq.8876.51","8876-51",3,"SL018703","Neurexin-2-beta","NRX2B","P58401","9379","NRXN2","Human","RFU","Protein","20",959.2,959.2,1.18918919,1.17075552,1.13541667,0.979,1.11886154,0.933,1.2844135,0.929,"PASS",0.968,0.892,806.5,0.2
"seq.8877.22","8877-22",3,"SL025853","Protein eva-1 homolog C:Extracellular domain","F176C:ECD","P58658","59271","EVA1C","Human","RFU","Protein","20",2504,2504,1.09054484,1.14035887,1.14067055,0.976,1.14015117,1.008,1.17283372,0.989,"PASS",1.009,0.981,1323.7,0.2
"seq.8878.48","8878-48",3,"SL018713","YTH domain-containing protein 1","YTDC1","Q96MU7","91746","YTHDC1","Human","RFU","Protein","20",579.4,579.4,0.94595918,0.87010062,0.80718863,1.007,0.86323004,1.06,0.69239962,1.089,"PASS",0.988,1.094,490.7,0.2
"seq.8882.1","8882-1",3,"SL025787","Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain","ADAM 17:CD","P78536","6868","ADAM17","Human","RFU","Protein","0.5",233.9,233.9,0.89445507,0.88564938,0.93709936,0.981,0.72459727,1.022,0.74704567,0.945,"PASS",0.951,0.93,169.8,0.005
"seq.8885.6","8885-6",3,"SL018710","Voltage-dependent calcium channel subunit alpha-2/delta-3","CA2D3","Q8IZS8","55799","CACNA2D3","Human","RFU","Protein","20",2613.3,2613.3,0.89662389,0.91470074,0.97011656,1.005,0.92131148,1.056,0.97460282,1.028,"PASS",1.064,1.069,2089.3,0.2
"seq.8887.21","8887-21",3,"SL025951","Nuclear migration protein nudC:CS domain","NUDC:CS","Q9Y266","10726","NUDC","Human","RFU","Protein","20",7965.1,7965.1,0.99351386,0.91392149,0.91483472,0.989,0.93092647,1.056,0.9713655,1.026,"PASS",1.037,1.034,7110.9,0.2
"seq.8888.33","8888-33",3,"SL018720","Small integral membrane protein 9","CX068","A6NGZ8","100132963","SMIM9","Human","RFU","Protein","20",1449.2,1449.2,1.027073,1.13333855,1.06912578,1.054,1.09654964,1.028,1.07236939,0.956,"PASS",1.009,1.003,852.6,0.2
"seq.8889.5","8889-5",3,"SL015334","Cell cycle progression protein 1","CCPG1","Q9ULG6","9236","CCPG1","Human","RFU","Protein","20",1526.3,1526.3,1.10649558,1.13657011,1.02285216,1.037,1.06251305,0.964,1.02532581,0.956,"PASS",0.916,0.921,867,0.2
"seq.8890.9","8890-9",3,"SL018697","Transmembrane protein 132B","T132B","Q14DG7","114795","TMEM132B","Human","RFU","Protein","20",4140.6,4140.6,0.9189897,0.93477819,0.96806322,1.014,0.97499294,1.03,0.92525307,1.008,"PASS",1.011,1.025,2734.8,0.2
"seq.8891.7","8891-7",3,"SL008949","Probable serine carboxypeptidase CPVL","CPVL","Q9H3G5","54504","CPVL","Human","RFU","Protein","20",2843.1,2843.1,0.99761395,0.95310091,0.97213294,1.034,0.97845614,1.037,0.96278361,1.032,"PASS",1.031,1.009,1042.7,0.2
"seq.8892.14","8892-14",3,"SL025957","Platelet endothelial aggregation receptor 1:Cytoplasmic domain","PEAR1:CD","Q5VY43","375033","PEAR1","Human","RFU","Protein","20",3370.9,3370.9,1.00837596,0.98891073,0.96720418,1.067,0.97074154,1.143,0.96075358,1.119,"PASS",1.126,1.149,5637.3,0.2
"seq.8893.29","8893-29",3,"SL025952","Poly [ADP-ribose] polymerase 1:region 1","PARP:region 1","P09874","142","PARP1","Human","RFU","Protein","20",408.8,408.8,1.00097943,0.98151261,0.94783214,0.955,0.96688742,1.067,0.90824261,1.022,"PASS",1.021,1.134,449.9,0.2
"seq.8894.80","8894-80",3,"SL009791","Heterogeneous nuclear ribonucleoprotein A/B","hnRNP A/B","Q99729","3182","HNRNPAB","Human","RFU","Protein","20",1149.1,1149.1,0.97621273,1.0072756,0.97954139,1.065,1.01002022,1.083,0.99497792,1.108,"PASS",1.098,1.143,1219.4,0.2
"seq.8897.3","8897-3",3,"SL018694","Leucine-rich repeat-containing protein 37A2","L37A2","A6NM11","474170","LRRC37A2","Human","RFU","Protein","20",806.7,806.7,1.07474021,1.0656539,0.97087495,0.965,1.00385764,0.954,0.98522228,0.971,"PASS",0.97,0.96,514.6,0.2
"seq.8898.19","8898-19",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",317.5,317.5,0.96710326,0.98755832,0.98084646,0.989,0.99467419,1.062,0.93907128,0.966,"PASS",0.993,1.058,193.3,0.2
"seq.8899.75","8899-75",3,"SL018705","UDP-glucuronosyltransferase 1-8","UD18","Q9HAW9","54576","UGT1A8","Human","RFU","Protein","20",499.9,499.9,1.01978784,1.02775493,1.03606218,0.969,1.02354627,0.975,1.03778285,1.031,"PASS",1.009,1.01,305.6,0.2
"seq.8900.28","8900-28",3,"SL007582","Neogenin","NEO1","Q92859","4756","NEO1","Human","RFU","Protein","0.5",3776.9,3776.9,0.85601287,0.87683986,0.93480682,1.033,0.95979772,1.005,0.82790443,1.025,"PASS",1.015,1.013,3313.3,0.005
"seq.8901.40","8901-40",3,"SL004989","14-3-3 protein gamma","14-3-3 protein gamma","P61981","7532","YWHAG","Human","RFU","Protein","20",29246.2,29246.2,1.24281094,1.30012581,1.14987242,0.954,1.10468068,0.993,1.23836422,0.927,"PASS",1.003,1.077,24073.5,0.2
"seq.8903.1","8903-1",3,"SL008020","Cytochrome c oxidase subunit 6C","COX6C","P09669","1345","COX6C","Human","RFU","Protein","20",6155.5,6155.5,1.41926633,1.2359449,1.34352628,0.919,1.44688903,1.058,1.61914407,1.032,"PASS",1.036,1.004,4300.6,0.2
"seq.8905.20","8905-20",3,"SL018695","Calcium-activated potassium channel subunit beta-3","KCMB3","Q9NPA1","27094","KCNMB3","Human","RFU","Protein","0.5",12315.4,12315.4,1.18416169,1.22594967,1.24881106,0.883,1.5288378,0.88,1.1385648,0.956,"PASS",0.994,0.986,8913.5,0.005
"seq.8906.60","8906-60",3,"SL018698","Leucine-rich repeat and transmembrane domain-containing protein 2","LRTM2","Q8N967","654429","LRTM2","Human","RFU","Protein","20",4722.6,4722.6,1.15280965,1.15585687,1.09784504,1.022,1.14061443,1.025,1.1671692,0.997,"PASS",1.007,1.015,3159.4,0.2
"seq.8907.11","8907-11",3,"SL018706","UDP-glucuronosyltransferase 2A1","UD2A1","Q9Y4X1","10941","UGT2A1","Human","RFU","Protein","20",6232.9,6232.9,1.27985626,1.24658,1.23806213,1.015,1.25726677,0.981,1.43644996,0.99,"PASS",1.081,0.953,4217,0.2
"seq.8908.14","8908-14",3,"SL025907","Potassium voltage-gated channel subfamily E regulatory beta subunit 5:Cytoplasmic domain","KCE1L:CD","Q9UJ90","23630","KCNE5","Human","RFU","Protein","0.5",1425.5,1425.5,1.06835045,0.92498864,1.00692237,1.059,0.91695613,0.956,0.94254166,1.02,"PASS",0.999,0.963,1053.3,0.005
"seq.8909.77","8909-77",3,"SL018714","Glucosamine-6-phosphate isomerase 1","GNPI1","P46926","10007","GNPDA1","Human","RFU","Protein","20",816.1,816.1,1.02204133,1.04856739,0.99463742,0.905,1.02435045,0.885,0.9954867,0.945,"PASS",0.963,0.933,719.7,0.2
"seq.8913.22","8913-22",3,"SL025983","Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2","SIG11:CD","Q96RL6","114132","SIGLEC11","Human","RFU","Protein","20",1751.8,1751.8,1.07849535,1.03473125,0.92170893,0.998,0.99630325,0.914,0.9284995,1.016,"PASS",0.938,0.94,1237.8,0.2
"seq.8916.32","8916-32",3,"SL025993","Stromal interaction molecule 1:Cytoplasmic domain","STIM1:CD","Q13586","6786","STIM1","Human","RFU","Protein","20",10709.5,10709.5,1.09321887,1.0644145,1.0797173,0.914,1.0170079,1.009,1.06090325,0.994,"PASS",1.063,1.021,5153.4,0.2
"seq.8918.64","8918-64",3,"SL025854","Protein-tyrosine kinase 2-beta:Focal adhesion targeting domain","FAK2:FAT","Q14289","2185","PTK2B","Human","RFU","Protein","0.5",1171.7,1171.7,1.05739554,1.22729653,1.22781096,0.982,1.19172091,0.948,1.09576358,0.944,"PASS",0.993,1.001,940.5,0.005
"seq.8921.139","8921-139",3,"SL015048","Polyadenylate-binding protein 2","PABP2","Q86U42","8106","PABPN1","Human","RFU","Protein","20",1036.5,1036.5,0.93235585,0.96652369,0.92100586,1.064,0.92776584,1.13,0.8643983,1.137,"FLAG",1.152,1.216,1687.8,0.2
"seq.8922.4","8922-4",3,"SL026005","Transmembrane and coiled-coil domains protein 3:region 1","TMCC3:region 1","Q9ULS5","57458","TMCC3","Human","RFU","Protein","0.5",2402.1,2402.1,1.08638234,0.91718213,1.09755095,0.927,1.30131643,0.956,0.96835443,1.019,"PASS",0.959,0.938,1416.3,0.005
"seq.8923.94","8923-94",3,"SL018707","Polypeptide N-acetylgalactosaminyltransferase 16","GLTL1","Q8N428","57452","GALNT16","Human","RFU","Protein","20",4235.3,4235.3,1.0292095,0.93251574,0.9875717,0.969,0.92063734,1.068,1.00522156,1.035,"PASS",1.076,1.062,2996.6,0.2
"seq.8924.55","8924-55",3,"SL018108","Neuron-specific vesicular protein calcyon","CALY","Q9NYX4","50632","CALY","Human","RFU","Protein","20",307.1,307.1,0.93971848,0.9096564,0.92083958,0.966,0.91127596,1.003,0.90536557,0.986,"PASS",0.974,0.961,160.9,0.2
"seq.8925.25","8925-25",3,"SL018712","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","50484","RRM2B","Human","RFU","Protein","20",1844.1,1844.1,0.93723318,0.88065903,0.93966879,1.029,0.94337017,1.085,0.90761886,1.075,"PASS",1.068,1.079,1376.5,0.2
"seq.8927.6","8927-6",3,"SL018723","Uncharacterized protein C7orf73","CG073","E0CX11","647087","None","Human","RFU","Protein","20",1319.5,1319.5,0.96124426,0.95907835,0.91473137,0.979,0.94008264,1.053,0.88119407,1.002,"PASS",0.991,1.013,976.5,0.2
"seq.8929.7","8929-7",3,"SL018696","Transcription factor TFIIIB component B'' homolog","BDP1","A6H8Y1","55814","BDP1","Human","RFU","Protein","20",2036,2036,1.2496931,1.29401297,1.20551838,1.029,1.170384,0.943,1.28803695,0.946,"PASS",0.997,0.939,1233.2,0.2
"seq.8931.124","8931-124",3,"SL014751","G0/G1 switch protein 2","G0S2","P27469","50486","G0S2","Human","RFU","Protein","20",595,595,1.01866119,1.0445927,1.02005829,1.01,1.01796407,1.043,1.08715513,0.995,"PASS",1.004,0.97,276.8,0.2
"seq.8932.1","8932-1",3,"SL014128","Ectonucleoside triphosphate diphosphohydrolase 6","ENTP6","O75354","955","ENTPD6","Human","RFU","Protein","0.5",1275.9,1275.9,1.02795682,1.11325364,1.09491118,1.003,1.01552053,0.917,1.01576308,0.972,"PASS",0.955,0.93,865.9,0.005
"seq.8933.84","8933-84",3,"SL004784","Myocyte-specific enhancer factor 2C","MEF2C","Q06413","4208","MEF2C","Human","RFU","Protein","20",909.5,909.5,0.99388045,0.99475008,0.95595964,0.954,0.94640999,0.966,0.90461508,0.976,"PASS",0.984,0.95,537.6,0.2
"seq.8935.22","8935-22",3,"SL013730","Multidrug resistance-associated protein 6","MRP6","O95255","368","ABCC6","Human","RFU","Protein","20",870,870,1.0111576,1.02304798,0.96817271,1.012,0.99724897,1.017,0.88757396,1.024,"PASS",0.965,1.029,680,0.2
"seq.8941.4","8941-4",3,"SL018773","Neuroligin-3","NLGN3","Q9NZ94","54413","NLGN3","Human","RFU","Protein","20",518.5,518.5,0.91948927,0.90662703,0.9012689,0.962,0.88723477,0.976,0.91237023,0.977,"PASS",0.957,0.957,242.4,0.2
"seq.8942.2","8942-2",3,"SL018771","39S ribosomal protein L21, mitochondrial","RM21","Q7Z2W9","219927","MRPL21","Human","RFU","Protein","0.5",1527.4,1527.4,1.02558249,1.15782292,1.17764071,0.972,1.07118311,0.975,1.10433085,0.936,"PASS",0.931,0.913,961.5,0.005
"seq.8944.42","8944-42",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",633.8,633.8,0.92081941,0.86172672,0.81643694,1.028,0.89545069,1.012,0.67982409,1.014,"PASS",0.974,1.063,537.5,0.2
"seq.8945.7","8945-7",3,"SL018680","BRISC complex subunit Abro1","F175B","Q15018","23172","ABRAXAS2","Human","RFU","Protein","20",606.5,606.5,1.1552381,1.14998104,1.20337302,1.006,1.18226121,0.983,1.17835632,1.052,"PASS",1.063,1.027,944.6,0.2
"seq.8946.38","8946-38",3,"SL007605","Bile acid receptor","NR1H4","Q96RI1","9971","NR1H4","Human","RFU","Protein","20",1022.9,1022.9,0.94976787,1.00560362,0.86408177,1.025,0.91789304,0.961,0.81779661,0.943,"PASS",0.902,0.936,674.2,0.2
"seq.8947.268","8947-268",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",271.7,271.7,0.90175904,0.92793716,0.86971831,0.979,0.88328999,0.969,0.83935743,1.007,"PASS",0.993,1.008,204.8,0.2
"seq.8948.13","8948-13",3,"SL018610","Disintegrin and metalloproteinase domain-containing protein 19","ADA19","Q9H013","8728","ADAM19","Human","RFU","Protein","20",2941.9,2941.9,0.94967396,0.9600248,0.98867455,1.067,0.93071594,1.099,1.01620035,1.046,"PASS",1.15,1.069,486.1,0.2
"seq.8949.3","8949-3",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",821.5,821.5,1.25305064,1.245263,1.15916467,1.012,1.20383939,0.871,1.22392729,0.894,"PASS",0.834,0.84,458.1,0.2
"seq.8950.4","8950-4",3,"SL018772","Calcium-activated chloride channel regulator 2","CLCA2","Q9UQC9","9635","CLCA2","Human","RFU","Protein","0.5",1103.3,1103.3,0.95276339,0.96704356,0.99503968,0.987,0.9653513,0.987,0.89026063,0.93,"PASS",0.965,0.979,852.8,0.005
"seq.8951.162","8951-162",3,"SL008559","Chondroitin sulfate proteoglycan 4","CSPG4","Q6UVK1","1464","CSPG4","Human","RFU","Protein","20",848,848,1.18452298,1.12526539,1.09830333,0.97,1.12916112,0.964,1.20113314,0.943,"PASS",0.913,0.899,470.9,0.2
"seq.8952.65","8952-65",3,"SL001729","Granulocyte colony-stimulating factor","G-CSF","P09919","1440","CSF3","Human","RFU","Protein","20",1255.3,1255.3,1.0521331,1.0808507,1.02944071,1,1.05398825,0.966,1.07428327,1,"PASS",0.996,0.972,993.8,0.2
